,Peak_Amplitude_[pA],group,cell_ID,extras_path
15069,-17.3778324127197,control,C1_Cell4,control\C1_Cell4.xlsx
15070,-18.1494331359863,control,C1_Cell4,control\C1_Cell4.xlsx
15071,-12.5616159439086,control,C1_Cell4,control\C1_Cell4.xlsx
15073,-15.3972225189208,control,C1_Cell4,control\C1_Cell4.xlsx
15074,-15.5044088363647,control,C1_Cell4,control\C1_Cell4.xlsx
15075,-15.3138713836669,control,C1_Cell4,control\C1_Cell4.xlsx
15076,-15.4963636398315,control,C1_Cell4,control\C1_Cell4.xlsx
15077,-12.9660358428955,control,C1_Cell4,control\C1_Cell4.xlsx
15078,-16.8683109283447,control,C1_Cell4,control\C1_Cell4.xlsx
15079,-15.3091964721679,control,C1_Cell4,control\C1_Cell4.xlsx
15080,-15.9088659286499,control,C1_Cell4,control\C1_Cell4.xlsx
15081,-16.2135295867919,control,C1_Cell4,control\C1_Cell4.xlsx
15082,-28.7238159179687,control,C1_Cell4,control\C1_Cell4.xlsx
15083,-14.4789152145385,control,C1_Cell4,control\C1_Cell4.xlsx
15084,-13.7391901016235,control,C1_Cell4,control\C1_Cell4.xlsx
15085,-21.0012149810791,control,C1_Cell4,control\C1_Cell4.xlsx
15086,-17.4337310791015,control,C1_Cell4,control\C1_Cell4.xlsx
15087,-37.6841812133789,control,C1_Cell4,control\C1_Cell4.xlsx
15088,-15.6765937805175,control,C1_Cell4,control\C1_Cell4.xlsx
15089,-39.2447280883789,control,C1_Cell4,control\C1_Cell4.xlsx
15090,-18.9958229064941,control,C1_Cell4,control\C1_Cell4.xlsx
15091,-16.7874526977539,control,C1_Cell4,control\C1_Cell4.xlsx
15092,-18.2352542877197,control,C1_Cell4,control\C1_Cell4.xlsx
15093,-14.7196807861328,control,C1_Cell4,control\C1_Cell4.xlsx
15095,-19.9125843048095,control,C1_Cell4,control\C1_Cell4.xlsx
15096,-16.7640380859375,control,C1_Cell4,control\C1_Cell4.xlsx
15097,-15.2764148712158,control,C1_Cell4,control\C1_Cell4.xlsx
15098,-27.648193359375,control,C1_Cell4,control\C1_Cell4.xlsx
15099,-13.6157464981079,control,C1_Cell4,control\C1_Cell4.xlsx
15100,-44.2879104614257,control,C1_Cell4,control\C1_Cell4.xlsx
15101,-14.2661409378051,control,C1_Cell4,control\C1_Cell4.xlsx
15102,-14.1808557510375,control,C1_Cell4,control\C1_Cell4.xlsx
15103,-15.9353446960449,control,C1_Cell4,control\C1_Cell4.xlsx
15104,-19.4721355438232,control,C1_Cell4,control\C1_Cell4.xlsx
15105,-17.3746261596679,control,C1_Cell4,control\C1_Cell4.xlsx
15106,-16.4371719360351,control,C1_Cell4,control\C1_Cell4.xlsx
15107,-18.0403499603271,control,C1_Cell4,control\C1_Cell4.xlsx
15108,-19.8517532348632,control,C1_Cell4,control\C1_Cell4.xlsx
15109,-16.7156295776367,control,C1_Cell4,control\C1_Cell4.xlsx
15110,-17.8607635498046,control,C1_Cell4,control\C1_Cell4.xlsx
15111,-13.5383195877075,control,C1_Cell4,control\C1_Cell4.xlsx
15112,-33.574462890625,control,C1_Cell4,control\C1_Cell4.xlsx
15113,-14.4709577560424,control,C1_Cell4,control\C1_Cell4.xlsx
15114,-17.6262683868408,control,C1_Cell4,control\C1_Cell4.xlsx
15115,-15.9584684371948,control,C1_Cell4,control\C1_Cell4.xlsx
15116,-13.4049263000488,control,C1_Cell4,control\C1_Cell4.xlsx
15117,-16.6505470275878,control,C1_Cell4,control\C1_Cell4.xlsx
15118,-17.0447025299072,control,C1_Cell4,control\C1_Cell4.xlsx
15119,-17.0004119873046,control,C1_Cell4,control\C1_Cell4.xlsx
15120,-16.0834770202636,control,C1_Cell4,control\C1_Cell4.xlsx
15122,-12.988896369934,control,C1_Cell4,control\C1_Cell4.xlsx
15123,-17.7763767242431,control,C1_Cell4,control\C1_Cell4.xlsx
15124,-15.2576112747192,control,C1_Cell4,control\C1_Cell4.xlsx
15126,-18.0571689605712,control,C1_Cell4,control\C1_Cell4.xlsx
15127,-17.8966369628906,control,C1_Cell4,control\C1_Cell4.xlsx
15128,-23.0651721954345,control,C1_Cell4,control\C1_Cell4.xlsx
15129,-19.9726295471191,control,C1_Cell4,control\C1_Cell4.xlsx
15130,-16.0982608795166,control,C1_Cell4,control\C1_Cell4.xlsx
15131,-14.6804676055908,control,C1_Cell4,control\C1_Cell4.xlsx
15132,-20.2758712768554,control,C1_Cell4,control\C1_Cell4.xlsx
15133,-19.55930519104,control,C1_Cell4,control\C1_Cell4.xlsx
20000,-16.593126296997,control,C1_Cell5,control\C1_Cell5.xlsx
20001,-17.6755695343017,control,C1_Cell5,control\C1_Cell5.xlsx
20002,-18.9852828979492,control,C1_Cell5,control\C1_Cell5.xlsx
20003,-21.9907627105712,control,C1_Cell5,control\C1_Cell5.xlsx
20004,-15.5193157196044,control,C1_Cell5,control\C1_Cell5.xlsx
20005,-13.8171243667602,control,C1_Cell5,control\C1_Cell5.xlsx
20007,-41.211986541748,control,C1_Cell5,control\C1_Cell5.xlsx
20008,-12.7357482910156,control,C1_Cell5,control\C1_Cell5.xlsx
20009,-16.1817321777343,control,C1_Cell5,control\C1_Cell5.xlsx
20010,-20.8751373291015,control,C1_Cell5,control\C1_Cell5.xlsx
20011,-56.5737075805664,control,C1_Cell5,control\C1_Cell5.xlsx
20012,-11.6475467681884,control,C1_Cell5,control\C1_Cell5.xlsx
20014,-54.8352890014648,control,C1_Cell5,control\C1_Cell5.xlsx
20015,-17.174087524414,control,C1_Cell5,control\C1_Cell5.xlsx
20016,-25.8416728973388,control,C1_Cell5,control\C1_Cell5.xlsx
20017,-16.33150100708,control,C1_Cell5,control\C1_Cell5.xlsx
20018,-20.6837062835693,control,C1_Cell5,control\C1_Cell5.xlsx
20019,-40.7308845520019,control,C1_Cell5,control\C1_Cell5.xlsx
20020,-22.6722774505615,control,C1_Cell5,control\C1_Cell5.xlsx
20021,-17.9055080413818,control,C1_Cell5,control\C1_Cell5.xlsx
20022,-13.4519510269165,control,C1_Cell5,control\C1_Cell5.xlsx
20023,-15.564429283142,control,C1_Cell5,control\C1_Cell5.xlsx
20024,-29.4606227874755,control,C1_Cell5,control\C1_Cell5.xlsx
20025,-18.8519496917724,control,C1_Cell5,control\C1_Cell5.xlsx
20026,-42.9373741149902,control,C1_Cell5,control\C1_Cell5.xlsx
20027,-17.2166938781738,control,C1_Cell5,control\C1_Cell5.xlsx
20028,-13.5676498413085,control,C1_Cell5,control\C1_Cell5.xlsx
20029,-12.6360731124877,control,C1_Cell5,control\C1_Cell5.xlsx
20030,-17.0453777313232,control,C1_Cell5,control\C1_Cell5.xlsx
20031,-16.0266933441162,control,C1_Cell5,control\C1_Cell5.xlsx
20032,-27.0334854125976,control,C1_Cell5,control\C1_Cell5.xlsx
20033,-39.5068168640136,control,C1_Cell5,control\C1_Cell5.xlsx
20034,-16.92063331604,control,C1_Cell5,control\C1_Cell5.xlsx
20035,-23.1889553070068,control,C1_Cell5,control\C1_Cell5.xlsx
20036,-13.9554224014282,control,C1_Cell5,control\C1_Cell5.xlsx
20037,-15.6440105438232,control,C1_Cell5,control\C1_Cell5.xlsx
20038,-16.2101211547851,control,C1_Cell5,control\C1_Cell5.xlsx
20039,-29.1847915649414,control,C1_Cell5,control\C1_Cell5.xlsx
20040,-25.2578716278076,control,C1_Cell5,control\C1_Cell5.xlsx
20041,-19.2897052764892,control,C1_Cell5,control\C1_Cell5.xlsx
20042,-15.9632158279418,control,C1_Cell5,control\C1_Cell5.xlsx
20043,-51.2993545532226,control,C1_Cell5,control\C1_Cell5.xlsx
20044,-18.361364364624,control,C1_Cell5,control\C1_Cell5.xlsx
20045,-14.2407779693603,control,C1_Cell5,control\C1_Cell5.xlsx
20046,-20.318166732788,control,C1_Cell5,control\C1_Cell5.xlsx
20047,-23.6326427459716,control,C1_Cell5,control\C1_Cell5.xlsx
20048,-16.1980228424072,control,C1_Cell5,control\C1_Cell5.xlsx
20049,-15.6537065505981,control,C1_Cell5,control\C1_Cell5.xlsx
20050,-21.3863582611083,control,C1_Cell5,control\C1_Cell5.xlsx
20051,-22.8605918884277,control,C1_Cell5,control\C1_Cell5.xlsx
20052,-15.6568212509155,control,C1_Cell5,control\C1_Cell5.xlsx
20053,-42.2902069091796,control,C1_Cell5,control\C1_Cell5.xlsx
20054,-20.2309646606445,control,C1_Cell5,control\C1_Cell5.xlsx
20055,-19.8835124969482,control,C1_Cell5,control\C1_Cell5.xlsx
20056,-12.3566827774047,control,C1_Cell5,control\C1_Cell5.xlsx
20057,-23.5459060668945,control,C1_Cell5,control\C1_Cell5.xlsx
20058,-19.6156291961669,control,C1_Cell5,control\C1_Cell5.xlsx
20059,-18.360200881958,control,C1_Cell5,control\C1_Cell5.xlsx
20060,-20.8633155822753,control,C1_Cell5,control\C1_Cell5.xlsx
20061,-13.3200559616088,control,C1_Cell5,control\C1_Cell5.xlsx
20062,-18.66353225708,control,C1_Cell5,control\C1_Cell5.xlsx
20064,-18.7829780578613,control,C1_Cell5,control\C1_Cell5.xlsx
20065,-19.1913986206054,control,C1_Cell5,control\C1_Cell5.xlsx
20066,-20.1180782318115,control,C1_Cell5,control\C1_Cell5.xlsx
20067,-18.0187797546386,control,C1_Cell5,control\C1_Cell5.xlsx
20068,-29.7010269165039,control,C1_Cell5,control\C1_Cell5.xlsx
20069,-16.6791515350341,control,C1_Cell5,control\C1_Cell5.xlsx
20070,-17.5474586486816,control,C1_Cell5,control\C1_Cell5.xlsx
20071,-14.7254114151,control,C1_Cell5,control\C1_Cell5.xlsx
20072,-16.7802734375,control,C1_Cell5,control\C1_Cell5.xlsx
20073,-17.3496437072753,control,C1_Cell5,control\C1_Cell5.xlsx
20074,-14.9297494888305,control,C1_Cell5,control\C1_Cell5.xlsx
20075,-85.1828002929687,control,C1_Cell5,control\C1_Cell5.xlsx
20076,-18.9106407165527,control,C1_Cell5,control\C1_Cell5.xlsx
20077,-13.230239868164,control,C1_Cell5,control\C1_Cell5.xlsx
20078,-21.6810283660888,control,C1_Cell5,control\C1_Cell5.xlsx
20079,-13.7916736602783,control,C1_Cell5,control\C1_Cell5.xlsx
20080,-18.9770069122314,control,C1_Cell5,control\C1_Cell5.xlsx
20081,-17.7506427764892,control,C1_Cell5,control\C1_Cell5.xlsx
20082,-21.813756942749,control,C1_Cell5,control\C1_Cell5.xlsx
20083,-35.0567207336425,control,C1_Cell5,control\C1_Cell5.xlsx
20084,-14.8457136154174,control,C1_Cell5,control\C1_Cell5.xlsx
20085,-16.7419052124023,control,C1_Cell5,control\C1_Cell5.xlsx
20086,-18.7530860900878,control,C1_Cell5,control\C1_Cell5.xlsx
20087,-23.8206157684326,control,C1_Cell5,control\C1_Cell5.xlsx
20088,-19.4024333953857,control,C1_Cell5,control\C1_Cell5.xlsx
20089,-20.6824893951416,control,C1_Cell5,control\C1_Cell5.xlsx
20090,-26.645164489746,control,C1_Cell5,control\C1_Cell5.xlsx
20091,-12.1315517425537,control,C1_Cell5,control\C1_Cell5.xlsx
20092,-16.0875015258789,control,C1_Cell5,control\C1_Cell5.xlsx
20093,-16.3054428100585,control,C1_Cell5,control\C1_Cell5.xlsx
20094,-21.7835044860839,control,C1_Cell5,control\C1_Cell5.xlsx
20095,-13.4647884368896,control,C1_Cell5,control\C1_Cell5.xlsx
20096,-17.136568069458,control,C1_Cell5,control\C1_Cell5.xlsx
20097,-22.5689678192138,control,C1_Cell5,control\C1_Cell5.xlsx
20098,-17.4100475311279,control,C1_Cell5,control\C1_Cell5.xlsx
20099,-35.9129066467285,control,C1_Cell5,control\C1_Cell5.xlsx
20100,-20.37841796875,control,C1_Cell5,control\C1_Cell5.xlsx
20101,-25.8515491485595,control,C1_Cell5,control\C1_Cell5.xlsx
20102,-13.3501100540161,control,C1_Cell5,control\C1_Cell5.xlsx
20103,-16.4273948669433,control,C1_Cell5,control\C1_Cell5.xlsx
20104,-12.0654792785644,control,C1_Cell5,control\C1_Cell5.xlsx
20105,-26.3048973083496,control,C1_Cell5,control\C1_Cell5.xlsx
20106,-44.5759201049804,control,C1_Cell5,control\C1_Cell5.xlsx
20107,-19.0206832885742,control,C1_Cell5,control\C1_Cell5.xlsx
20108,-25.0634651184082,control,C1_Cell5,control\C1_Cell5.xlsx
20109,-45.6176834106445,control,C1_Cell5,control\C1_Cell5.xlsx
20110,-23.5022850036621,control,C1_Cell5,control\C1_Cell5.xlsx
20111,-18.3086433410644,control,C1_Cell5,control\C1_Cell5.xlsx
20112,-18.0414485931396,control,C1_Cell5,control\C1_Cell5.xlsx
20113,-17.2624645233154,control,C1_Cell5,control\C1_Cell5.xlsx
20114,-12.3078660964965,control,C1_Cell5,control\C1_Cell5.xlsx
20115,-19.0127582550048,control,C1_Cell5,control\C1_Cell5.xlsx
20116,-14.3500175476074,control,C1_Cell5,control\C1_Cell5.xlsx
20117,-15.7719850540161,control,C1_Cell5,control\C1_Cell5.xlsx
20119,-14.8429880142211,control,C1_Cell5,control\C1_Cell5.xlsx
20120,-16.3276004791259,control,C1_Cell5,control\C1_Cell5.xlsx
20121,-14.4800901412963,control,C1_Cell5,control\C1_Cell5.xlsx
20122,-14.6467142105102,control,C1_Cell5,control\C1_Cell5.xlsx
20123,-19.5059432983398,control,C1_Cell5,control\C1_Cell5.xlsx
20124,-16.0385456085205,control,C1_Cell5,control\C1_Cell5.xlsx
20125,-14.9388370513916,control,C1_Cell5,control\C1_Cell5.xlsx
25000,-35.8661613464355,control,C1_Cell6,control\C1_Cell6.xlsx
25001,-23.9037723541259,control,C1_Cell6,control\C1_Cell6.xlsx
25002,-21.3833084106445,control,C1_Cell6,control\C1_Cell6.xlsx
25003,-45.8273544311523,control,C1_Cell6,control\C1_Cell6.xlsx
25004,-51.4875564575195,control,C1_Cell6,control\C1_Cell6.xlsx
25005,-51.868049621582,control,C1_Cell6,control\C1_Cell6.xlsx
25006,-13.8427629470825,control,C1_Cell6,control\C1_Cell6.xlsx
25008,-24.3642330169677,control,C1_Cell6,control\C1_Cell6.xlsx
25009,-16.138219833374,control,C1_Cell6,control\C1_Cell6.xlsx
25010,-19.7934494018554,control,C1_Cell6,control\C1_Cell6.xlsx
25011,-13.1806812286376,control,C1_Cell6,control\C1_Cell6.xlsx
25012,-59.6505813598632,control,C1_Cell6,control\C1_Cell6.xlsx
25013,-17.5346088409423,control,C1_Cell6,control\C1_Cell6.xlsx
25014,-36.6118431091308,control,C1_Cell6,control\C1_Cell6.xlsx
25015,-50.5381164550781,control,C1_Cell6,control\C1_Cell6.xlsx
25016,-31.8339118957519,control,C1_Cell6,control\C1_Cell6.xlsx
25017,-19.2296199798583,control,C1_Cell6,control\C1_Cell6.xlsx
25018,-15.6432075500488,control,C1_Cell6,control\C1_Cell6.xlsx
25019,-16.3384571075439,control,C1_Cell6,control\C1_Cell6.xlsx
25020,-35.5095863342285,control,C1_Cell6,control\C1_Cell6.xlsx
25021,-22.2502079010009,control,C1_Cell6,control\C1_Cell6.xlsx
25022,-18.5933589935302,control,C1_Cell6,control\C1_Cell6.xlsx
25023,-55.3440361022949,control,C1_Cell6,control\C1_Cell6.xlsx
25024,-21.4170742034912,control,C1_Cell6,control\C1_Cell6.xlsx
25025,-15.8342742919921,control,C1_Cell6,control\C1_Cell6.xlsx
25026,-15.9035568237304,control,C1_Cell6,control\C1_Cell6.xlsx
25027,-25.6253299713134,control,C1_Cell6,control\C1_Cell6.xlsx
25028,-28.4800987243652,control,C1_Cell6,control\C1_Cell6.xlsx
25029,-21.4214096069335,control,C1_Cell6,control\C1_Cell6.xlsx
25030,-13.6634092330932,control,C1_Cell6,control\C1_Cell6.xlsx
25031,-15.4162721633911,control,C1_Cell6,control\C1_Cell6.xlsx
25032,-16.1884822845458,control,C1_Cell6,control\C1_Cell6.xlsx
25033,-23.9556198120117,control,C1_Cell6,control\C1_Cell6.xlsx
25034,-18.5938091278076,control,C1_Cell6,control\C1_Cell6.xlsx
25035,-60.8680191040039,control,C1_Cell6,control\C1_Cell6.xlsx
25036,-16.9125671386718,control,C1_Cell6,control\C1_Cell6.xlsx
25037,-18.1254634857177,control,C1_Cell6,control\C1_Cell6.xlsx
25038,-20.0280303955078,control,C1_Cell6,control\C1_Cell6.xlsx
25039,-19.8393287658691,control,C1_Cell6,control\C1_Cell6.xlsx
25040,-22.4985370635986,control,C1_Cell6,control\C1_Cell6.xlsx
25041,-17.639476776123,control,C1_Cell6,control\C1_Cell6.xlsx
25042,-22.4039096832275,control,C1_Cell6,control\C1_Cell6.xlsx
25043,-39.5492935180664,control,C1_Cell6,control\C1_Cell6.xlsx
25044,-15.3712501525878,control,C1_Cell6,control\C1_Cell6.xlsx
25045,-18.4822578430175,control,C1_Cell6,control\C1_Cell6.xlsx
25046,-18.4439048767089,control,C1_Cell6,control\C1_Cell6.xlsx
25047,-19.2049121856689,control,C1_Cell6,control\C1_Cell6.xlsx
25048,-15.6564388275146,control,C1_Cell6,control\C1_Cell6.xlsx
25050,-31.2233600616455,control,C1_Cell6,control\C1_Cell6.xlsx
25051,-54.2111358642578,control,C1_Cell6,control\C1_Cell6.xlsx
25052,-26.1567058563232,control,C1_Cell6,control\C1_Cell6.xlsx
25053,-18.1328697204589,control,C1_Cell6,control\C1_Cell6.xlsx
25054,-15.7537956237792,control,C1_Cell6,control\C1_Cell6.xlsx
25055,-30.3671531677246,control,C1_Cell6,control\C1_Cell6.xlsx
25056,-15.9028186798095,control,C1_Cell6,control\C1_Cell6.xlsx
25057,-18.766616821289,control,C1_Cell6,control\C1_Cell6.xlsx
25058,-22.8988533020019,control,C1_Cell6,control\C1_Cell6.xlsx
25059,-49.6641235351562,control,C1_Cell6,control\C1_Cell6.xlsx
25060,-45.8736267089843,control,C1_Cell6,control\C1_Cell6.xlsx
25061,-33.4785270690917,control,C1_Cell6,control\C1_Cell6.xlsx
25062,-27.6843681335449,control,C1_Cell6,control\C1_Cell6.xlsx
25063,-25.9427947998046,control,C1_Cell6,control\C1_Cell6.xlsx
25064,-30.3791160583496,control,C1_Cell6,control\C1_Cell6.xlsx
25065,-17.9514217376708,control,C1_Cell6,control\C1_Cell6.xlsx
25066,-24.7714500427246,control,C1_Cell6,control\C1_Cell6.xlsx
25067,-15.5254306793212,control,C1_Cell6,control\C1_Cell6.xlsx
25068,-47.7785568237304,control,C1_Cell6,control\C1_Cell6.xlsx
25069,-55.9613418579101,control,C1_Cell6,control\C1_Cell6.xlsx
25070,-25.751085281372,control,C1_Cell6,control\C1_Cell6.xlsx
25071,-47.3537254333496,control,C1_Cell6,control\C1_Cell6.xlsx
25072,-21.3689880371093,control,C1_Cell6,control\C1_Cell6.xlsx
25073,-21.0656490325927,control,C1_Cell6,control\C1_Cell6.xlsx
25074,-23.5179595947265,control,C1_Cell6,control\C1_Cell6.xlsx
25075,-16.6838455200195,control,C1_Cell6,control\C1_Cell6.xlsx
25076,-22.7647647857666,control,C1_Cell6,control\C1_Cell6.xlsx
25077,-32.1645469665527,control,C1_Cell6,control\C1_Cell6.xlsx
25078,-18.1832675933837,control,C1_Cell6,control\C1_Cell6.xlsx
25079,-24.5194759368896,control,C1_Cell6,control\C1_Cell6.xlsx
25080,-30.8838577270507,control,C1_Cell6,control\C1_Cell6.xlsx
25081,-31.823989868164,control,C1_Cell6,control\C1_Cell6.xlsx
25082,-23.1006336212158,control,C1_Cell6,control\C1_Cell6.xlsx
25083,-17.8719291687011,control,C1_Cell6,control\C1_Cell6.xlsx
25084,-14.568769454956,control,C1_Cell6,control\C1_Cell6.xlsx
25085,-17.5871334075927,control,C1_Cell6,control\C1_Cell6.xlsx
25086,-24.6980838775634,control,C1_Cell6,control\C1_Cell6.xlsx
25087,-22.5856742858886,control,C1_Cell6,control\C1_Cell6.xlsx
25088,-22.4633636474609,control,C1_Cell6,control\C1_Cell6.xlsx
25089,-18.7955608367919,control,C1_Cell6,control\C1_Cell6.xlsx
25091,-29.765567779541,control,C1_Cell6,control\C1_Cell6.xlsx
25092,-37.7958526611328,control,C1_Cell6,control\C1_Cell6.xlsx
25093,-20.7002487182617,control,C1_Cell6,control\C1_Cell6.xlsx
25094,-19.4639873504638,control,C1_Cell6,control\C1_Cell6.xlsx
25095,-69.3837280273437,control,C1_Cell6,control\C1_Cell6.xlsx
25096,-15.0576372146606,control,C1_Cell6,control\C1_Cell6.xlsx
25097,-18.0789356231689,control,C1_Cell6,control\C1_Cell6.xlsx
25098,-45.106460571289,control,C1_Cell6,control\C1_Cell6.xlsx
25099,-20.755313873291,control,C1_Cell6,control\C1_Cell6.xlsx
25100,-36.1492347717285,control,C1_Cell6,control\C1_Cell6.xlsx
25101,-25.3584880828857,control,C1_Cell6,control\C1_Cell6.xlsx
25102,-18.910545349121,control,C1_Cell6,control\C1_Cell6.xlsx
25103,-13.3437805175781,control,C1_Cell6,control\C1_Cell6.xlsx
25104,-37.14111328125,control,C1_Cell6,control\C1_Cell6.xlsx
25105,-35.8852500915527,control,C1_Cell6,control\C1_Cell6.xlsx
25106,-14.2327394485473,control,C1_Cell6,control\C1_Cell6.xlsx
25107,-14.7122821807861,control,C1_Cell6,control\C1_Cell6.xlsx
25109,-35.5173072814941,control,C1_Cell6,control\C1_Cell6.xlsx
25110,-16.2752952575683,control,C1_Cell6,control\C1_Cell6.xlsx
25111,-18.0655879974365,control,C1_Cell6,control\C1_Cell6.xlsx
25112,-28.3950290679931,control,C1_Cell6,control\C1_Cell6.xlsx
25113,-17.8052635192871,control,C1_Cell6,control\C1_Cell6.xlsx
25114,-19.315725326538,control,C1_Cell6,control\C1_Cell6.xlsx
25115,-22.8618011474609,control,C1_Cell6,control\C1_Cell6.xlsx
25116,-18.3157234191894,control,C1_Cell6,control\C1_Cell6.xlsx
25117,-21.408935546875,control,C1_Cell6,control\C1_Cell6.xlsx
25118,-48.4158058166503,control,C1_Cell6,control\C1_Cell6.xlsx
25119,-17.0054054260253,control,C1_Cell6,control\C1_Cell6.xlsx
25120,-11.7250661849975,control,C1_Cell6,control\C1_Cell6.xlsx
25121,-20.7469081878662,control,C1_Cell6,control\C1_Cell6.xlsx
25122,-24.0394802093505,control,C1_Cell6,control\C1_Cell6.xlsx
25123,-14.0808219909667,control,C1_Cell6,control\C1_Cell6.xlsx
25124,-20.9913482666015,control,C1_Cell6,control\C1_Cell6.xlsx
25125,-16.3579502105712,control,C1_Cell6,control\C1_Cell6.xlsx
25126,-24.3948249816894,control,C1_Cell6,control\C1_Cell6.xlsx
25127,-19.5884628295898,control,C1_Cell6,control\C1_Cell6.xlsx
25128,-25.9784793853759,control,C1_Cell6,control\C1_Cell6.xlsx
25129,-15.6465377807617,control,C1_Cell6,control\C1_Cell6.xlsx
25130,-18.9901504516601,control,C1_Cell6,control\C1_Cell6.xlsx
25131,-22.8565979003906,control,C1_Cell6,control\C1_Cell6.xlsx
25132,-27.5756816864013,control,C1_Cell6,control\C1_Cell6.xlsx
25133,-21.4849109649658,control,C1_Cell6,control\C1_Cell6.xlsx
25134,-19.1442127227783,control,C1_Cell6,control\C1_Cell6.xlsx
25135,-18.282844543457,control,C1_Cell6,control\C1_Cell6.xlsx
25136,-39.2928237915039,control,C1_Cell6,control\C1_Cell6.xlsx
25137,-34.5492553710937,control,C1_Cell6,control\C1_Cell6.xlsx
25138,-21.549331665039,control,C1_Cell6,control\C1_Cell6.xlsx
25139,-26.8377933502197,control,C1_Cell6,control\C1_Cell6.xlsx
25140,-14.9117565155029,control,C1_Cell6,control\C1_Cell6.xlsx
25142,-20.845962524414,control,C1_Cell6,control\C1_Cell6.xlsx
25143,-20.2811450958251,control,C1_Cell6,control\C1_Cell6.xlsx
25144,-43.5416221618652,control,C1_Cell6,control\C1_Cell6.xlsx
25145,-17.3411865234375,control,C1_Cell6,control\C1_Cell6.xlsx
25146,-27.2619075775146,control,C1_Cell6,control\C1_Cell6.xlsx
25147,-20.6966896057128,control,C1_Cell6,control\C1_Cell6.xlsx
25148,-20.5071048736572,control,C1_Cell6,control\C1_Cell6.xlsx
25149,-46.1412925720214,control,C1_Cell6,control\C1_Cell6.xlsx
25150,-15.9786024093627,control,C1_Cell6,control\C1_Cell6.xlsx
