,Area_[pA*ms],group,cell_ID,extras_path
15071,-35.7405242919921,control,C1_Cell4,control\C1_Cell4.xlsx
15073,-51.6802139282226,control,C1_Cell4,control\C1_Cell4.xlsx
15074,-79.101089477539,control,C1_Cell4,control\C1_Cell4.xlsx
15075,-35.7939414978027,control,C1_Cell4,control\C1_Cell4.xlsx
15076,-71.6107635498046,control,C1_Cell4,control\C1_Cell4.xlsx
15077,-51.9761123657226,control,C1_Cell4,control\C1_Cell4.xlsx
15078,-53.4905281066894,control,C1_Cell4,control\C1_Cell4.xlsx
15079,-77.1205673217773,control,C1_Cell4,control\C1_Cell4.xlsx
15080,-66.1892776489257,control,C1_Cell4,control\C1_Cell4.xlsx
15081,-53.5706596374511,control,C1_Cell4,control\C1_Cell4.xlsx
15082,-123.595901489257,control,C1_Cell4,control\C1_Cell4.xlsx
15083,-52.3534469604492,control,C1_Cell4,control\C1_Cell4.xlsx
15084,-40.9433326721191,control,C1_Cell4,control\C1_Cell4.xlsx
15085,-101.529136657714,control,C1_Cell4,control\C1_Cell4.xlsx
15086,-47.1728973388671,control,C1_Cell4,control\C1_Cell4.xlsx
15087,-133.773010253906,control,C1_Cell4,control\C1_Cell4.xlsx
15088,-65.4160003662109,control,C1_Cell4,control\C1_Cell4.xlsx
15089,-353.963470458984,control,C1_Cell4,control\C1_Cell4.xlsx
15090,-64.7135620117187,control,C1_Cell4,control\C1_Cell4.xlsx
15091,-35.3913841247558,control,C1_Cell4,control\C1_Cell4.xlsx
15092,-66.7573623657226,control,C1_Cell4,control\C1_Cell4.xlsx
15093,-39.2228469848632,control,C1_Cell4,control\C1_Cell4.xlsx
15095,-74.6560592651367,control,C1_Cell4,control\C1_Cell4.xlsx
15096,-78.4494476318359,control,C1_Cell4,control\C1_Cell4.xlsx
15097,-68.6304397583007,control,C1_Cell4,control\C1_Cell4.xlsx
15098,-130.73387145996,control,C1_Cell4,control\C1_Cell4.xlsx
15099,-44.4733047485351,control,C1_Cell4,control\C1_Cell4.xlsx
15100,-135.93211364746,control,C1_Cell4,control\C1_Cell4.xlsx
15101,-41.8603630065917,control,C1_Cell4,control\C1_Cell4.xlsx
15102,-40.066421508789,control,C1_Cell4,control\C1_Cell4.xlsx
15103,-49.042308807373,control,C1_Cell4,control\C1_Cell4.xlsx
15104,-65.0701446533203,control,C1_Cell4,control\C1_Cell4.xlsx
15105,-43.8647842407226,control,C1_Cell4,control\C1_Cell4.xlsx
15106,-52.8348922729492,control,C1_Cell4,control\C1_Cell4.xlsx
15107,-32.7277908325195,control,C1_Cell4,control\C1_Cell4.xlsx
15108,-128.447601318359,control,C1_Cell4,control\C1_Cell4.xlsx
15109,-47.6997108459472,control,C1_Cell4,control\C1_Cell4.xlsx
15110,-70.4844894409179,control,C1_Cell4,control\C1_Cell4.xlsx
15111,-39.2474708557128,control,C1_Cell4,control\C1_Cell4.xlsx
15112,-128.065231323242,control,C1_Cell4,control\C1_Cell4.xlsx
15113,-73.6345062255859,control,C1_Cell4,control\C1_Cell4.xlsx
15114,-64.5683898925781,control,C1_Cell4,control\C1_Cell4.xlsx
15115,-51.940990447998,control,C1_Cell4,control\C1_Cell4.xlsx
15116,-39.9620056152343,control,C1_Cell4,control\C1_Cell4.xlsx
15117,-47.1049728393554,control,C1_Cell4,control\C1_Cell4.xlsx
15118,-50.5617904663085,control,C1_Cell4,control\C1_Cell4.xlsx
15119,-43.2634391784667,control,C1_Cell4,control\C1_Cell4.xlsx
15120,-44.1328506469726,control,C1_Cell4,control\C1_Cell4.xlsx
15122,-37.199348449707,control,C1_Cell4,control\C1_Cell4.xlsx
15123,-34.3179206848144,control,C1_Cell4,control\C1_Cell4.xlsx
15124,-66.9797058105468,control,C1_Cell4,control\C1_Cell4.xlsx
15126,-24.2737236022949,control,C1_Cell4,control\C1_Cell4.xlsx
15127,-40.2843132019042,control,C1_Cell4,control\C1_Cell4.xlsx
15128,-41.873435974121,control,C1_Cell4,control\C1_Cell4.xlsx
15129,-63.9858283996582,control,C1_Cell4,control\C1_Cell4.xlsx
15130,-44.6871681213378,control,C1_Cell4,control\C1_Cell4.xlsx
15131,-59.3812675476074,control,C1_Cell4,control\C1_Cell4.xlsx
15132,-42.602928161621,control,C1_Cell4,control\C1_Cell4.xlsx
15133,-91.2334823608398,control,C1_Cell4,control\C1_Cell4.xlsx
20000,-63.0012016296386,control,C1_Cell5,control\C1_Cell5.xlsx
20001,-71.79296875,control,C1_Cell5,control\C1_Cell5.xlsx
20002,-76.8320159912109,control,C1_Cell5,control\C1_Cell5.xlsx
20003,-87.8561325073242,control,C1_Cell5,control\C1_Cell5.xlsx
20004,-77.0390625,control,C1_Cell5,control\C1_Cell5.xlsx
20005,-33.3106155395507,control,C1_Cell5,control\C1_Cell5.xlsx
20007,-152.866088867187,control,C1_Cell5,control\C1_Cell5.xlsx
20008,-38.9338340759277,control,C1_Cell5,control\C1_Cell5.xlsx
20009,-65.5865631103515,control,C1_Cell5,control\C1_Cell5.xlsx
20010,-104.852951049804,control,C1_Cell5,control\C1_Cell5.xlsx
20011,-236.393096923828,control,C1_Cell5,control\C1_Cell5.xlsx
20012,-36.9538917541503,control,C1_Cell5,control\C1_Cell5.xlsx
20014,-284.013275146484,control,C1_Cell5,control\C1_Cell5.xlsx
20015,-77.4573974609375,control,C1_Cell5,control\C1_Cell5.xlsx
20016,-101.565078735351,control,C1_Cell5,control\C1_Cell5.xlsx
20017,-34.7644577026367,control,C1_Cell5,control\C1_Cell5.xlsx
20018,-67.7303314208984,control,C1_Cell5,control\C1_Cell5.xlsx
20019,-148.690383911132,control,C1_Cell5,control\C1_Cell5.xlsx
20020,-116.203414916992,control,C1_Cell5,control\C1_Cell5.xlsx
20021,-53.4606819152832,control,C1_Cell5,control\C1_Cell5.xlsx
20022,-42.6993255615234,control,C1_Cell5,control\C1_Cell5.xlsx
20023,-55.23433303833,control,C1_Cell5,control\C1_Cell5.xlsx
20024,-127.392951965332,control,C1_Cell5,control\C1_Cell5.xlsx
20025,-86.996223449707,control,C1_Cell5,control\C1_Cell5.xlsx
20026,-242.05696105957,control,C1_Cell5,control\C1_Cell5.xlsx
20027,-53.5993461608886,control,C1_Cell5,control\C1_Cell5.xlsx
20028,-45.9183959960937,control,C1_Cell5,control\C1_Cell5.xlsx
20029,-33.8171081542968,control,C1_Cell5,control\C1_Cell5.xlsx
20030,-71.84423828125,control,C1_Cell5,control\C1_Cell5.xlsx
20031,-53.4852867126464,control,C1_Cell5,control\C1_Cell5.xlsx
20032,-121.19351196289,control,C1_Cell5,control\C1_Cell5.xlsx
20033,-133.475494384765,control,C1_Cell5,control\C1_Cell5.xlsx
20034,-56.7460899353027,control,C1_Cell5,control\C1_Cell5.xlsx
20035,-70.8928146362304,control,C1_Cell5,control\C1_Cell5.xlsx
20036,-53.1582298278808,control,C1_Cell5,control\C1_Cell5.xlsx
20037,-59.1212310791015,control,C1_Cell5,control\C1_Cell5.xlsx
20038,-55.144790649414,control,C1_Cell5,control\C1_Cell5.xlsx
20039,-157.626831054687,control,C1_Cell5,control\C1_Cell5.xlsx
20040,-128.019348144531,control,C1_Cell5,control\C1_Cell5.xlsx
20041,-48.2476348876953,control,C1_Cell5,control\C1_Cell5.xlsx
20042,-42.5251884460449,control,C1_Cell5,control\C1_Cell5.xlsx
20043,-252.490432739257,control,C1_Cell5,control\C1_Cell5.xlsx
20044,-56.1295166015625,control,C1_Cell5,control\C1_Cell5.xlsx
20045,-46.8622779846191,control,C1_Cell5,control\C1_Cell5.xlsx
20046,-69.63427734375,control,C1_Cell5,control\C1_Cell5.xlsx
20047,-128.25503540039,control,C1_Cell5,control\C1_Cell5.xlsx
20048,-54.4638557434082,control,C1_Cell5,control\C1_Cell5.xlsx
20049,-41.9078979492187,control,C1_Cell5,control\C1_Cell5.xlsx
20050,-65.9297332763671,control,C1_Cell5,control\C1_Cell5.xlsx
20051,-60.9207572937011,control,C1_Cell5,control\C1_Cell5.xlsx
20052,-51.5119132995605,control,C1_Cell5,control\C1_Cell5.xlsx
20053,-268.140228271484,control,C1_Cell5,control\C1_Cell5.xlsx
20054,-88.2379074096679,control,C1_Cell5,control\C1_Cell5.xlsx
20055,-57.550968170166,control,C1_Cell5,control\C1_Cell5.xlsx
20056,-57.1939811706542,control,C1_Cell5,control\C1_Cell5.xlsx
20057,-54.5873985290527,control,C1_Cell5,control\C1_Cell5.xlsx
20058,-63.6661300659179,control,C1_Cell5,control\C1_Cell5.xlsx
20059,-56.2832107543945,control,C1_Cell5,control\C1_Cell5.xlsx
20060,-70.8579559326171,control,C1_Cell5,control\C1_Cell5.xlsx
20061,-39.3972396850585,control,C1_Cell5,control\C1_Cell5.xlsx
20062,-79.3174896240234,control,C1_Cell5,control\C1_Cell5.xlsx
20064,-52.0721130371093,control,C1_Cell5,control\C1_Cell5.xlsx
20065,-56.0255851745605,control,C1_Cell5,control\C1_Cell5.xlsx
20066,-70.2210998535156,control,C1_Cell5,control\C1_Cell5.xlsx
20067,-53.2041549682617,control,C1_Cell5,control\C1_Cell5.xlsx
20068,-77.5585861206054,control,C1_Cell5,control\C1_Cell5.xlsx
20069,-54.2234992980957,control,C1_Cell5,control\C1_Cell5.xlsx
20070,-70.3016738891601,control,C1_Cell5,control\C1_Cell5.xlsx
20071,-63.0793724060058,control,C1_Cell5,control\C1_Cell5.xlsx
20072,-59.3356857299804,control,C1_Cell5,control\C1_Cell5.xlsx
20073,-76.713264465332,control,C1_Cell5,control\C1_Cell5.xlsx
20074,-58.5097999572753,control,C1_Cell5,control\C1_Cell5.xlsx
20075,-349.131072998046,control,C1_Cell5,control\C1_Cell5.xlsx
20076,-69.987937927246,control,C1_Cell5,control\C1_Cell5.xlsx
20077,-38.8064994812011,control,C1_Cell5,control\C1_Cell5.xlsx
20078,-99.8777313232421,control,C1_Cell5,control\C1_Cell5.xlsx
20079,-52.5174560546875,control,C1_Cell5,control\C1_Cell5.xlsx
20080,-67.3445892333984,control,C1_Cell5,control\C1_Cell5.xlsx
20081,-52.3497314453125,control,C1_Cell5,control\C1_Cell5.xlsx
20082,-52.7961807250976,control,C1_Cell5,control\C1_Cell5.xlsx
20083,-152.102096557617,control,C1_Cell5,control\C1_Cell5.xlsx
20084,-47.0099334716796,control,C1_Cell5,control\C1_Cell5.xlsx
20085,-50.3031883239746,control,C1_Cell5,control\C1_Cell5.xlsx
20086,-65.4734573364257,control,C1_Cell5,control\C1_Cell5.xlsx
20087,-110.01374053955,control,C1_Cell5,control\C1_Cell5.xlsx
20088,-94.6876373291015,control,C1_Cell5,control\C1_Cell5.xlsx
20089,-44.3855247497558,control,C1_Cell5,control\C1_Cell5.xlsx
20090,-87.9253692626953,control,C1_Cell5,control\C1_Cell5.xlsx
20091,-50.6934471130371,control,C1_Cell5,control\C1_Cell5.xlsx
20092,-65.4278488159179,control,C1_Cell5,control\C1_Cell5.xlsx
20093,-43.5568237304687,control,C1_Cell5,control\C1_Cell5.xlsx
20094,-57.8694839477539,control,C1_Cell5,control\C1_Cell5.xlsx
20095,-32.996467590332,control,C1_Cell5,control\C1_Cell5.xlsx
20096,-53.7236709594726,control,C1_Cell5,control\C1_Cell5.xlsx
20097,-110.64241027832,control,C1_Cell5,control\C1_Cell5.xlsx
20098,-35.1981048583984,control,C1_Cell5,control\C1_Cell5.xlsx
20099,-136.293350219726,control,C1_Cell5,control\C1_Cell5.xlsx
20100,-54.9260330200195,control,C1_Cell5,control\C1_Cell5.xlsx
20101,-77.9441299438476,control,C1_Cell5,control\C1_Cell5.xlsx
20102,-34.7440071105957,control,C1_Cell5,control\C1_Cell5.xlsx
20103,-61.9220314025878,control,C1_Cell5,control\C1_Cell5.xlsx
20104,-28.6948337554931,control,C1_Cell5,control\C1_Cell5.xlsx
20105,-97.4217071533203,control,C1_Cell5,control\C1_Cell5.xlsx
20106,-153.197082519531,control,C1_Cell5,control\C1_Cell5.xlsx
20107,-65.9086303710937,control,C1_Cell5,control\C1_Cell5.xlsx
20108,-97.8274688720703,control,C1_Cell5,control\C1_Cell5.xlsx
20109,-220.575942993164,control,C1_Cell5,control\C1_Cell5.xlsx
20110,-103.685806274414,control,C1_Cell5,control\C1_Cell5.xlsx
20111,-64.2270126342773,control,C1_Cell5,control\C1_Cell5.xlsx
20112,-64.7589645385742,control,C1_Cell5,control\C1_Cell5.xlsx
20113,-59.9193878173828,control,C1_Cell5,control\C1_Cell5.xlsx
20114,-40.6541709899902,control,C1_Cell5,control\C1_Cell5.xlsx
20115,-50.1114921569824,control,C1_Cell5,control\C1_Cell5.xlsx
20116,-45.9199142456054,control,C1_Cell5,control\C1_Cell5.xlsx
20117,-50.525047302246,control,C1_Cell5,control\C1_Cell5.xlsx
20119,-54.8188591003417,control,C1_Cell5,control\C1_Cell5.xlsx
20120,-66.6959533691406,control,C1_Cell5,control\C1_Cell5.xlsx
20121,-68.98095703125,control,C1_Cell5,control\C1_Cell5.xlsx
20122,-39.0157356262207,control,C1_Cell5,control\C1_Cell5.xlsx
20123,-74.9414443969726,control,C1_Cell5,control\C1_Cell5.xlsx
20124,-54.9909210205078,control,C1_Cell5,control\C1_Cell5.xlsx
20125,-64.2421798706054,control,C1_Cell5,control\C1_Cell5.xlsx
25000,-116.01847076416,control,C1_Cell6,control\C1_Cell6.xlsx
25001,-84.6173400878906,control,C1_Cell6,control\C1_Cell6.xlsx
25002,-107.691093444824,control,C1_Cell6,control\C1_Cell6.xlsx
25003,-174.256973266601,control,C1_Cell6,control\C1_Cell6.xlsx
25004,-206.912231445312,control,C1_Cell6,control\C1_Cell6.xlsx
25005,-145.447631835937,control,C1_Cell6,control\C1_Cell6.xlsx
25006,-45.0783042907714,control,C1_Cell6,control\C1_Cell6.xlsx
25008,-88.6468429565429,control,C1_Cell6,control\C1_Cell6.xlsx
25009,-53.5551414489746,control,C1_Cell6,control\C1_Cell6.xlsx
25010,-75.4661026000976,control,C1_Cell6,control\C1_Cell6.xlsx
25011,-41.1583557128906,control,C1_Cell6,control\C1_Cell6.xlsx
25012,-403.742736816406,control,C1_Cell6,control\C1_Cell6.xlsx
25013,-64.5901641845703,control,C1_Cell6,control\C1_Cell6.xlsx
25014,-63.1158180236816,control,C1_Cell6,control\C1_Cell6.xlsx
25015,-183.675094604492,control,C1_Cell6,control\C1_Cell6.xlsx
25016,-127.552421569824,control,C1_Cell6,control\C1_Cell6.xlsx
25017,-58.8449783325195,control,C1_Cell6,control\C1_Cell6.xlsx
25018,-76.7222595214843,control,C1_Cell6,control\C1_Cell6.xlsx
25019,-52.971206665039,control,C1_Cell6,control\C1_Cell6.xlsx
25020,-130.637451171875,control,C1_Cell6,control\C1_Cell6.xlsx
25021,-87.55322265625,control,C1_Cell6,control\C1_Cell6.xlsx
25022,-83.6357727050781,control,C1_Cell6,control\C1_Cell6.xlsx
25023,-223.16958618164,control,C1_Cell6,control\C1_Cell6.xlsx
25024,-56.5092163085937,control,C1_Cell6,control\C1_Cell6.xlsx
25025,-71.7583312988281,control,C1_Cell6,control\C1_Cell6.xlsx
25026,-49.0577011108398,control,C1_Cell6,control\C1_Cell6.xlsx
25027,-75.9900131225585,control,C1_Cell6,control\C1_Cell6.xlsx
25028,-91.3796081542968,control,C1_Cell6,control\C1_Cell6.xlsx
25029,-98.6336975097656,control,C1_Cell6,control\C1_Cell6.xlsx
25030,-42.323127746582,control,C1_Cell6,control\C1_Cell6.xlsx
25031,-53.2894744873046,control,C1_Cell6,control\C1_Cell6.xlsx
25032,-38.5369911193847,control,C1_Cell6,control\C1_Cell6.xlsx
25033,-71.6178817749023,control,C1_Cell6,control\C1_Cell6.xlsx
25034,-71.1291351318359,control,C1_Cell6,control\C1_Cell6.xlsx
25035,-246.830764770507,control,C1_Cell6,control\C1_Cell6.xlsx
25036,-58.1442222595214,control,C1_Cell6,control\C1_Cell6.xlsx
25037,-56.70601272583,control,C1_Cell6,control\C1_Cell6.xlsx
25038,-58.3364791870117,control,C1_Cell6,control\C1_Cell6.xlsx
25039,-71.5268859863281,control,C1_Cell6,control\C1_Cell6.xlsx
25040,-40.9751625061035,control,C1_Cell6,control\C1_Cell6.xlsx
25041,-92.0114822387695,control,C1_Cell6,control\C1_Cell6.xlsx
25042,-57.9865379333496,control,C1_Cell6,control\C1_Cell6.xlsx
25043,-128.265640258789,control,C1_Cell6,control\C1_Cell6.xlsx
25044,-58.886848449707,control,C1_Cell6,control\C1_Cell6.xlsx
25045,-55.7815399169921,control,C1_Cell6,control\C1_Cell6.xlsx
25046,-59.8460845947265,control,C1_Cell6,control\C1_Cell6.xlsx
25047,-42.776569366455,control,C1_Cell6,control\C1_Cell6.xlsx
25048,-53.999885559082,control,C1_Cell6,control\C1_Cell6.xlsx
25050,-93.0344543457031,control,C1_Cell6,control\C1_Cell6.xlsx
25051,-284.257263183593,control,C1_Cell6,control\C1_Cell6.xlsx
25052,-93.4507827758789,control,C1_Cell6,control\C1_Cell6.xlsx
25053,-56.0359420776367,control,C1_Cell6,control\C1_Cell6.xlsx
25054,-57.3871955871582,control,C1_Cell6,control\C1_Cell6.xlsx
25055,-122.335754394531,control,C1_Cell6,control\C1_Cell6.xlsx
25056,-47.3834991455078,control,C1_Cell6,control\C1_Cell6.xlsx
25057,-55.9214668273925,control,C1_Cell6,control\C1_Cell6.xlsx
25058,-46.8281745910644,control,C1_Cell6,control\C1_Cell6.xlsx
25059,-183.627746582031,control,C1_Cell6,control\C1_Cell6.xlsx
25060,-179.806259155273,control,C1_Cell6,control\C1_Cell6.xlsx
25061,-105.961303710937,control,C1_Cell6,control\C1_Cell6.xlsx
25062,-127.983367919921,control,C1_Cell6,control\C1_Cell6.xlsx
25063,-68.8990478515625,control,C1_Cell6,control\C1_Cell6.xlsx
25064,-136.302688598632,control,C1_Cell6,control\C1_Cell6.xlsx
25065,-63.23046875,control,C1_Cell6,control\C1_Cell6.xlsx
25066,-118.212821960449,control,C1_Cell6,control\C1_Cell6.xlsx
25067,-48.9936485290527,control,C1_Cell6,control\C1_Cell6.xlsx
25068,-185.619049072265,control,C1_Cell6,control\C1_Cell6.xlsx
25069,-227.335571289062,control,C1_Cell6,control\C1_Cell6.xlsx
25070,-104.400413513183,control,C1_Cell6,control\C1_Cell6.xlsx
25071,-205.552215576171,control,C1_Cell6,control\C1_Cell6.xlsx
25072,-71.9250564575195,control,C1_Cell6,control\C1_Cell6.xlsx
25073,-52.4489288330078,control,C1_Cell6,control\C1_Cell6.xlsx
25074,-136.415954589843,control,C1_Cell6,control\C1_Cell6.xlsx
25075,-66.936424255371,control,C1_Cell6,control\C1_Cell6.xlsx
25076,-43.6920623779296,control,C1_Cell6,control\C1_Cell6.xlsx
25077,-171.602752685546,control,C1_Cell6,control\C1_Cell6.xlsx
25078,-51.3792533874511,control,C1_Cell6,control\C1_Cell6.xlsx
25079,-92.6353683471679,control,C1_Cell6,control\C1_Cell6.xlsx
25080,-185.086776733398,control,C1_Cell6,control\C1_Cell6.xlsx
25081,-135.804534912109,control,C1_Cell6,control\C1_Cell6.xlsx
25082,-47.1946678161621,control,C1_Cell6,control\C1_Cell6.xlsx
25083,-50.6829528808593,control,C1_Cell6,control\C1_Cell6.xlsx
25084,-67.1533966064453,control,C1_Cell6,control\C1_Cell6.xlsx
25085,-60.9984893798828,control,C1_Cell6,control\C1_Cell6.xlsx
25086,-87.6876525878906,control,C1_Cell6,control\C1_Cell6.xlsx
25087,-72.0599822998046,control,C1_Cell6,control\C1_Cell6.xlsx
25088,-82.7717361450195,control,C1_Cell6,control\C1_Cell6.xlsx
25089,-45.6967430114746,control,C1_Cell6,control\C1_Cell6.xlsx
25091,-123.872177124023,control,C1_Cell6,control\C1_Cell6.xlsx
25092,-137.166351318359,control,C1_Cell6,control\C1_Cell6.xlsx
25093,-64.3957443237304,control,C1_Cell6,control\C1_Cell6.xlsx
25094,-71.3364715576171,control,C1_Cell6,control\C1_Cell6.xlsx
25095,-255.091247558593,control,C1_Cell6,control\C1_Cell6.xlsx
25096,-37.0156631469726,control,C1_Cell6,control\C1_Cell6.xlsx
25097,-69.9994735717773,control,C1_Cell6,control\C1_Cell6.xlsx
25098,-185.211929321289,control,C1_Cell6,control\C1_Cell6.xlsx
25099,-63.4418754577636,control,C1_Cell6,control\C1_Cell6.xlsx
25100,-128.488052368164,control,C1_Cell6,control\C1_Cell6.xlsx
25101,-86.0854034423828,control,C1_Cell6,control\C1_Cell6.xlsx
25102,-65.2079315185546,control,C1_Cell6,control\C1_Cell6.xlsx
25103,-49.1460456848144,control,C1_Cell6,control\C1_Cell6.xlsx
25104,-138.374725341796,control,C1_Cell6,control\C1_Cell6.xlsx
25105,-120.952598571777,control,C1_Cell6,control\C1_Cell6.xlsx
25106,-47.5826873779296,control,C1_Cell6,control\C1_Cell6.xlsx
25107,-46.5639877319335,control,C1_Cell6,control\C1_Cell6.xlsx
25109,-128.762985229492,control,C1_Cell6,control\C1_Cell6.xlsx
25110,-67.5898361206054,control,C1_Cell6,control\C1_Cell6.xlsx
25111,-54.4109001159667,control,C1_Cell6,control\C1_Cell6.xlsx
25112,-127.57405090332,control,C1_Cell6,control\C1_Cell6.xlsx
25113,-43.5275650024414,control,C1_Cell6,control\C1_Cell6.xlsx
25114,-43.0169601440429,control,C1_Cell6,control\C1_Cell6.xlsx
25115,-91.7910766601562,control,C1_Cell6,control\C1_Cell6.xlsx
25116,-52.0250511169433,control,C1_Cell6,control\C1_Cell6.xlsx
25117,-125.952941894531,control,C1_Cell6,control\C1_Cell6.xlsx
25118,-207.828521728515,control,C1_Cell6,control\C1_Cell6.xlsx
25119,-63.8555641174316,control,C1_Cell6,control\C1_Cell6.xlsx
25120,-51.4679679870605,control,C1_Cell6,control\C1_Cell6.xlsx
25121,-51.2988243103027,control,C1_Cell6,control\C1_Cell6.xlsx
25122,-69.5375366210937,control,C1_Cell6,control\C1_Cell6.xlsx
25123,-55.1300201416015,control,C1_Cell6,control\C1_Cell6.xlsx
25124,-69.3774261474609,control,C1_Cell6,control\C1_Cell6.xlsx
25125,-73.2488479614257,control,C1_Cell6,control\C1_Cell6.xlsx
25126,-71.6345138549804,control,C1_Cell6,control\C1_Cell6.xlsx
25127,-52.0762710571289,control,C1_Cell6,control\C1_Cell6.xlsx
25128,-83.2725601196289,control,C1_Cell6,control\C1_Cell6.xlsx
25129,-51.8063049316406,control,C1_Cell6,control\C1_Cell6.xlsx
25130,-57.5147819519042,control,C1_Cell6,control\C1_Cell6.xlsx
25131,-90.8918838500976,control,C1_Cell6,control\C1_Cell6.xlsx
25132,-62.6549110412597,control,C1_Cell6,control\C1_Cell6.xlsx
25133,-78.6982879638671,control,C1_Cell6,control\C1_Cell6.xlsx
25134,-49.6037292480468,control,C1_Cell6,control\C1_Cell6.xlsx
25135,-79.9300537109375,control,C1_Cell6,control\C1_Cell6.xlsx
25136,-136.925720214843,control,C1_Cell6,control\C1_Cell6.xlsx
25137,-123.544761657714,control,C1_Cell6,control\C1_Cell6.xlsx
25138,-49.7353897094726,control,C1_Cell6,control\C1_Cell6.xlsx
25139,-95.8536071777343,control,C1_Cell6,control\C1_Cell6.xlsx
25140,-33.9073371887207,control,C1_Cell6,control\C1_Cell6.xlsx
25142,-69.2695388793945,control,C1_Cell6,control\C1_Cell6.xlsx
25143,-73.3228912353515,control,C1_Cell6,control\C1_Cell6.xlsx
25144,-142.322601318359,control,C1_Cell6,control\C1_Cell6.xlsx
25145,-53.2704811096191,control,C1_Cell6,control\C1_Cell6.xlsx
25146,-80.6629257202148,control,C1_Cell6,control\C1_Cell6.xlsx
25147,-42.8802871704101,control,C1_Cell6,control\C1_Cell6.xlsx
25148,-51.6166267395019,control,C1_Cell6,control\C1_Cell6.xlsx
25149,-275.731903076171,control,C1_Cell6,control\C1_Cell6.xlsx
25150,-51.0925254821777,control,C1_Cell6,control\C1_Cell6.xlsx
